ID,datetime,siteid,offerid,category,merchant,countrycode,browserid,devid,click
IDy74ZpJa,2017-01-20 11:26:23,8532196,658116,1678,53807073,f,InternetExplorer,Desktop,0
IDFa9X7UP,2017-01-14 12:43:12,3629594,590970,1678,93157824,b,Edge,Tablet,0
IDcrow6va,2017-01-17 15:18:00,6647156,569576,1678,66201904,b,Mozilla Firefox,Desktop,0
IDrO7ZDY3,2017-01-18 14:42:14,8310990,754837,1678,43526789,b,Mozilla,Desktop,0
IDgtS7pYi,2017-01-19 15:49:24,769035,905720,1678,56986551,a,Google Chrome,Mobile,1
IDkiD2Nsy,2017-01-12 17:25:47,226872,116255,1678,76464134,a,Mozilla Firefox,Desktop,0
IDBAUVQ2e,2017-01-12 16:04:05,8861215,122394,1678,51884201,b,Edge,Tablet,0
IDxNO0e4l,2017-01-11 13:50:52,6240846,982933,1678,52437512,b,Edge,Tablet,0
IDzbdrWpi,2017-01-18 14:59:49,,86547,1678,14954287,a,Edge,Tablet,0
IDvgGG3zi,2017-01-13 12:14:46,3149680,116255,1678,76464134,b,Firefox,Mobile,0
IDZOO0vom,2017-01-13 13:01:04,6510239,948809,1678,47079934,b,Mozilla Firefox,Desktop,0
IDqHgP9ro,2017-01-19 09:47:43,1791863,950959,1678,83960204,d,Firefox,Mobile,0
IDBvLaCI1,2017-01-16 11:33:45,8552567,198892,1678,82291592,f,,,0
IDv1OaDTX,2017-01-16 15:48:09,2037452,631376,1678,76522512,b,Mozilla,,0
IDoN9sHh6,2017-01-14 10:11:37,9001150,473772,1678,29916445,a,Mozilla,Desktop,0
IDmfR78eE,2017-01-16 16:19:48,8375694,581995,1678,260443,a,Chrome,,0
IDKt7MWKc,2017-01-16 11:02:15,6893810,924998,1678,57977218,b,Safari,Tablet,0
ID8sXkcM9,2017-01-18 16:32:52,2269536,631376,1678,76522512,f,Edge,Tablet,0
IDdXkr9sl,2017-01-12 15:33:16,,571579,1678,52437512,b,Firefox,Mobile,0
IDDpYywXE,2017-01-18 15:27:59,3278036,171835,1678,78674864,b,Edge,Tablet,0
IDcfK4Mcm,2017-01-19 13:39:06,3312867,829548,1678,93157824,a,Mozilla Firefox,,0
IDxYy0MDO,2017-01-10 16:52:30,4481679,116255,1678,76464134,b,Firefox,Mobile,0
IDcRFf5wy,2017-01-16 15:48:09,4394494,631376,1678,76522512,e,Mozilla,,0
IDmUVRI5T,2017-01-15 14:04:16,1475489,631376,1678,76522512,b,Firefox,Mobile,0
IDnUIBCXK,2017-01-16 14:28:21,8888752,116255,1678,76464134,b,Chrome,,0
IDc4zwV6f,2017-01-16 11:49:54,7607528,631376,1678,76522512,f,Firefox,Mobile,0
IDISTqj8i,2017-01-13 16:24:20,8225823,631376,1678,76522512,a,Firefox,Mobile,0
IDE9JzsqN,2017-01-20 05:14:01,9922680,631376,1678,76522512,b,Edge,Tablet,0
IDtVugPAF,2017-01-10 13:49:38,4195486,444029,1678,73017084,a,Mozilla,Desktop,0
IDAmXZ3N6,2017-01-18 11:16:58,,42837,1678,87903766,f,Edge,,0
IDmjBhiQc,2017-01-17 16:29:00,4603336,444029,1678,73017084,a,Mozilla,Desktop,0
ID31CHV9N,2017-01-15 15:12:10,8452775,210604,1678,76464134,b,Firefox,Mobile,0
IDPMWkIeP,2017-01-12 14:33:38,4765010,270499,1678,51884201,b,Mozilla,Desktop,0
IDFboLM98,2017-01-17 15:09:28,,824401,1678,29916445,b,Opera,Mobile,0
IDsWpWUHi,2017-01-16 17:19:07,,261413,1678,43526789,c,Firefox,Mobile,0
IDuirJZra,2017-01-14 10:39:54,8048904,475876,1678,52437512,b,Edge,Tablet,0
IDM5ctrOy,2017-01-18 13:40:16,8028969,56610,1678,66201904,f,Edge,,0
IDltgSlc9,2017-01-13 09:36:41,3551857,897364,1678,29916445,d,Firefox,Mobile,0
IDdn7VKLS,2017-01-14 12:45:18,4534600,405262,1678,83172146,d,Edge,Tablet,0
ID7Twoshr,2017-01-15 12:52:52,4398410,86274,1678,76464134,b,Edge,Tablet,0
IDLaiP8IS,2017-01-14 15:48:21,6036777,645056,1678,20301556,b,,Desktop,0
IDPsxGXeq,2017-01-16 10:15:20,5607707,265166,1678,41039388,b,Firefox,Mobile,0
IDkgfc44j,2017-01-18 19:08:47,2434266,197318,1678,29891834,c,Google Chrome,Mobile,1
IDvXJUupl,2017-01-19 09:26:19,9077167,927971,1678,17990842,a,Edge,Tablet,0
IDC6kN4dv,2017-01-17 15:37:47,1662402,903654,1678,22889981,b,Firefox,Mobile,0
IDcwBLpqJ,2017-01-18 17:16:26,5449979,631376,1678,76522512,b,Edge,Tablet,0
IDsVuWX3Z,2017-01-15 13:24:48,7089920,631376,1678,76522512,f,Mozilla,Desktop,0
IDHyo5JwB,2017-01-12 18:31:29,1885790,277606,1678,24515862,a,Mozilla,Desktop,0
ID2QcgEwz,2017-01-20 10:32:13,4037450,937517,1678,98322322,a,Firefox,Mobile,0
IDIxvBSPC,2017-01-10 17:29:27,6838975,598017,1678,91553313,e,Mozilla Firefox,Desktop,0
IDwRxy2eV,2017-01-14 15:30:00,9295033,956635,1678,30860214,a,Firefox,Mobile,0
IDEG66o0y,2017-01-14 14:22:38,1201572,340102,1678,9254372,b,Edge,Tablet,0
IDlBcWW90,2017-01-14 10:03:22,,473772,1678,29916445,b,Firefox,,0
IDgzwxrdI,2017-01-15 14:28:29,6568306,839706,1678,69521510,f,Edge,Tablet,0
ID9RZwSMW,2017-01-12 13:14:06,7872455,430671,1678,43526789,b,Edge,Tablet,0
IDEAR0gno,2017-01-11 16:57:16,6808563,325730,1678,29916445,b,Mozilla,Desktop,0
IDuckHOzx,2017-01-14 13:08:02,4300899,733524,1678,76464134,b,Edge,Tablet,0
IDhqd9Le8,2017-01-12 17:28:17,5872883,910164,1678,14334527,b,Chrome,Desktop,0
IDYjcTYUA,2017-01-18 13:02:31,2797042,685511,1678,66201904,f,Firefox,,0
IDXSta3UO,2017-01-11 15:04:59,7359411,697127,1678,43526789,d,Chrome,Desktop,0
IDCmm4CRS,2017-01-13 07:22:26,8487988,489210,1678,12817537,f,Firefox,Mobile,0
IDwKslROq,2017-01-15 13:14:11,2523102,631376,1678,76522512,f,Edge,Tablet,0
IDWhWd4Yd,2017-01-13 09:48:29,9481861,775569,1678,7864011,b,InternetExplorer,Desktop,0
IDJp2t0e8,2017-01-19 09:48:02,7884651,509746,1678,43526789,e,Edge,Tablet,0
IDHwLQRBE,2017-01-14 15:39:20,3723877,631376,1678,76522512,f,Edge,Tablet,0
IDwxWfRlz,2017-01-16 17:00:08,7978155,9834,1678,24374189,a,Firefox,,0
IDQvPSJiv,2017-01-18 13:18:22,,281276,1678,87903766,b,Google Chrome,Mobile,0
IDjMr6as3,2017-01-16 17:48:57,1693309,833884,1678,30397410,b,Mozilla,Desktop,0
IDhNpsCTU,2017-01-13 17:07:24,3029509,87926,1678,66201904,d,Google Chrome,Mobile,0
IDwp9conL,2017-01-18 10:00:42,7040110,419531,1678,76464134,d,IE,Mobile,0
IDqpoq0Di,2017-01-20 07:15:12,9913124,334478,1678,40193354,a,Edge,Tablet,0
ID5nNQYtO,2017-01-13 11:05:00,9483361,572742,1678,29916445,b,Google Chrome,Mobile,0
IDrsf2hu1,2017-01-13 09:18:38,226872,334519,1678,76464134,b,Mozilla Firefox,Desktop,0
ID5pPswgy,2017-01-12 18:40:06,3921409,388935,1678,20301556,b,InternetExplorer,Desktop,0
IDoYUewZZ,2017-01-15 16:43:09,9153253,631376,1678,76522512,c,IE,Mobile,0
IDgCpXNXI,2017-01-15 12:21:33,8905501,820795,1678,1064733,b,Edge,Tablet,0
IDkroZTkk,2017-01-13 10:04:23,1816779,439729,1678,93157824,b,Mozilla Firefox,Desktop,0
IDFOPvjWM,2017-01-20 14:51:48,9847024,631376,1678,76522512,f,Google Chrome,,0
IDLCmndoQ,2017-01-13 11:54:15,,150153,1678,96631444,f,Firefox,Mobile,0
IDUH3jUQn,2017-01-19 06:13:42,8119016,55138,1678,73017084,b,Edge,Tablet,0
ID65RUxiy,2017-01-15 07:28:46,5935433,305220,1678,78406516,a,Google Chrome,Mobile,0
IDISNNBcU,2017-01-15 11:56:03,3531143,631376,1678,76522512,b,Google Chrome,Mobile,0
ID7VsKOsN,2017-01-17 07:34:12,4024765,631376,1678,76522512,b,Edge,Tablet,0
IDFOozt36,2017-01-11 12:43:27,4020732,228676,1678,93157824,d,Internet Explorer,Tablet,0
IDUlhhHRY,2017-01-13 12:47:58,3149680,638700,1678,76464134,c,Firefox,Mobile,0
IDTaWGbHd,2017-01-16 23:09:03,3882500,406602,1678,72089744,e,InternetExplorer,,1
IDFGyaseq,2017-01-17 23:26:30,2512466,535502,1678,76522512,c,InternetExplorer,Desktop,1
IDkRidwgP,2017-01-14 10:59:54,,127737,1678,42819945,b,Google Chrome,Mobile,0
IDgmiYLbN,2017-01-16 14:48:15,2395621,612256,1678,43526789,e,Edge,Tablet,0
IDehu9HVW,2017-01-12 18:45:12,7872455,108482,1678,93157824,b,IE,Mobile,0
IDP3rCplD,2017-01-17 17:43:05,6524599,417405,1678,82291592,b,Edge,Tablet,0
ID5xSzwvk,2017-01-11 18:39:02,1259524,560510,1678,29916445,d,Edge,,0
ID3SLJJUt,2017-01-16 14:25:53,4120354,631376,1678,76522512,b,Firefox,Mobile,0
IDvbC2p2c,2017-01-13 12:48:37,3149680,910164,1678,14334527,b,Google Chrome,,0
IDSZufzic,2017-01-12 02:10:22,1116045,186935,1678,52437512,a,Edge,Tablet,0
ID2sbwToJ,2017-01-10 18:29:43,4638469,930789,1678,20301556,a,IE,,0
IDi3AbaJK,2017-01-17 08:03:19,9262098,12223,1678,52437512,b,Internet Explorer,Tablet,0
IDtGNpQxq,2017-01-14 11:23:45,6646937,638700,1678,76464134,a,Edge,Tablet,0
IDsZt4yfi,2017-01-11 10:48:45,2793451,854845,1678,43526789,b,Firefox,Mobile,0
IDdS8qhgu,2017-01-14 16:46:00,6646937,829933,1678,76464134,a,Edge,Tablet,0
ID7dDuERJ,2017-01-12 13:32:28,4621268,484650,1678,20301556,f,Edge,,0
IDMaZB1Ag,2017-01-13 11:45:08,9876407,951988,1678,20301556,b,Mozilla Firefox,,0
IDgDbgg6r,2017-01-20 17:55:18,257436,103586,1678,95400336,a,Mozilla Firefox,Desktop,0
ID3k2pJ9R,2017-01-14 10:15:11,5678361,269396,1678,24515862,c,Edge,,0
IDlDXgY0y,2017-01-17 11:10:27,6460020,997208,1678,99684291,c,Edge,Tablet,0
IDIMUcRak,2017-01-20 13:56:40,3775975,856707,1678,78406516,d,Firefox,,0
IDFSvJ0ZO,2017-01-19 14:17:16,,152825,1678,93157824,b,,Tablet,0
IDQyQu3PR,2017-01-14 11:04:48,7716231,398168,1678,17990842,b,Mozilla,Desktop,0
IDHGEUUkg,2017-01-17 12:42:51,4594509,631376,1678,76522512,b,Google Chrome,Mobile,0
IDsLJo4LW,2017-01-14 03:07:23,2922415,536400,1678,74363610,b,Edge,,0
IDEZ08Xfz,2017-01-12 08:41:27,2714404,823141,1678,91553313,b,Mozilla Firefox,Desktop,0
ID7cFdwwb,2017-01-19 12:08:22,1513590,326775,1678,40193354,b,Edge,Tablet,0
IDjNZsZXH,2017-01-19 09:26:19,9077167,882279,1678,17990842,e,Firefox,Mobile,0
IDbVbnDBV,2017-01-15 11:48:55,3308507,462408,1678,7864011,f,,Mobile,0
IDf1lJGJ6,2017-01-12 18:29:38,1484576,810252,1678,73017084,d,Firefox,Mobile,0
IDMSUOgwx,2017-01-18 10:56:11,,44632,1678,76464134,b,,Mobile,0
IDwMbraBo,2017-01-11 17:35:58,774322,885995,1678,36110244,e,Firefox,Mobile,0
IDIJB8Ukz,2017-01-19 16:37:52,8358802,675850,1678,76900293,f,Edge,Tablet,0
IDxOS79Zd,2017-01-14 10:55:25,5933012,314450,1678,47441476,f,InternetExplorer,Desktop,0
IDPm9qxTw,2017-01-10 15:10:22,5600623,277232,1678,36110244,f,,Mobile,0
IDFzl3fsG,2017-01-20 12:30:26,7119872,362636,1678,99684291,a,Edge,Tablet,0
IDoXCJ4ca,2017-01-12 18:44:54,7554247,481490,1678,39429607,b,Edge,Tablet,0
ID2Yfj006,2017-01-20 17:16:41,9646140,631376,1678,76522512,a,Edge,Tablet,0
ID1PMUxt4,2017-01-15 05:46:53,6455556,897602,1678,36110244,b,Firefox,Mobile,0
IDyq40amc,2017-01-18 17:30:09,8175889,103586,1678,95400336,c,Firefox,,0
IDvN9hxw2,2017-01-10 08:07:12,,910164,1678,14334527,c,Mozilla,Desktop,0
IDC5jy1za,2017-01-15 10:36:21,311023,936928,1678,29916445,b,Edge,Tablet,0
IDOAuIpUj,2017-01-14 15:32:33,5673550,796091,1678,9254372,b,Edge,Tablet,0
IDUr22PxU,2017-01-14 02:06:06,429462,515626,1678,96190219,b,Google Chrome,Mobile,0
IDb5ExQdZ,2017-01-15 17:49:01,3834265,631376,1678,76522512,b,Firefox,,0
ID532UEaM,2017-01-17 04:19:29,,471595,1678,76464134,c,Mozilla,Desktop,0
IDFCw87rx,2017-01-16 12:08:58,3265765,59957,1678,61940782,b,,Desktop,0
IDuyKaFWv,2017-01-15 12:09:28,4414682,631376,1678,76522512,d,Edge,Tablet,0
IDVzG2x3u,2017-01-17 14:13:45,,375404,1678,73725102,f,Mozilla Firefox,Desktop,0
IDf89EEj8,2017-01-12 13:22:59,3669607,176308,1678,32912111,b,Edge,,0
IDPV4RAYY,2017-01-20 15:07:09,4477340,772064,1678,51689974,b,Google Chrome,Mobile,0
IDkEAFcN7,2017-01-13 17:25:11,1827329,631376,1678,76522512,b,Edge,Tablet,0
IDomls9Hh,2017-01-13 15:19:20,9351299,90452,1678,70239921,a,,Desktop,0
IDB48lPuL,2017-01-12 10:56:10,5947742,45617,1678,61940782,b,Mozilla,Desktop,0
IDSTHXvHI,2017-01-18 11:02:14,,631376,1678,76522512,f,Edge,Tablet,0
IDowHfMMv,2017-01-11 13:44:58,,598017,1678,91553313,e,Mozilla,Desktop,0
IDt1yYzNF,2017-01-12 14:48:52,,344768,1678,20301556,b,Edge,,0
IDXvv40qb,2017-01-16 10:56:48,8964125,461040,1678,76464134,b,Mozilla Firefox,Desktop,0
IDQZLAQV4,2017-01-12 17:21:15,5993022,480495,1678,63970917,b,Firefox,Mobile,0
IDrSls33h,2017-01-13 11:20:11,1124620,113637,1678,93157824,b,Edge,Tablet,0
IDuit1nqv,2017-01-13 13:08:38,7101752,278697,1678,29916445,a,Firefox,Mobile,0
IDPL2Mcbe,2017-01-16 09:53:06,,103586,1678,95400336,a,Firefox,,0
IDMsNidpm,2017-01-13 14:15:11,7807717,648973,1678,46683942,b,Mozilla,Desktop,0
IDcN8Cv2g,2017-01-14 10:20:42,6194445,185882,1678,29916445,e,Edge,Tablet,1
IDizN2tG1,2017-01-20 17:52:48,8279107,539257,1678,23185981,b,Mozilla Firefox,Desktop,0
IDLpeUwf8,2017-01-19 17:29:09,2819066,393945,1678,60761242,c,InternetExplorer,Desktop,1
IDY5pbG7V,2017-01-14 11:41:49,,910164,1678,14334527,d,Firefox,Mobile,0
ID9XcK1l5,2017-01-20 16:03:58,3032554,746152,1678,9254372,b,Mozilla,Desktop,0
IDrdHKjHv,2017-01-13 13:39:20,1814725,855054,1678,93157824,b,Firefox,Mobile,0
IDDNvWnm4,2017-01-17 15:06:43,2301720,358758,1678,9254372,d,Edge,,0
IDCQmrf6s,2017-01-11 16:19:53,,478515,1678,29891834,f,Edge,,0
IDSNUwB7S,2017-01-11 15:24:58,3992510,116255,1678,76464134,a,Firefox,,0
IDYOFydJv,2017-01-19 16:02:34,2888354,631376,1678,76522512,b,Firefox,Mobile,0
IDU4WVqCC,2017-01-10 18:09:10,7001535,65607,1678,72297026,b,Edge,Tablet,0
IDWdxXFUl,2017-01-17 14:58:34,9372810,301459,1678,93157824,b,Edge,,0
ID1LTg39S,2017-01-15 13:47:41,,910164,1678,14334527,f,,Desktop,0
IDOL60UXu,2017-01-10 15:04:44,4481679,910164,1678,14334527,b,Edge,Tablet,0
IDUdhdbGW,2017-01-14 18:34:45,5468054,558472,1678,44598055,c,Google Chrome,,1
IDmuxjuiY,2017-01-19 04:09:03,6854754,254314,1678,73017084,b,Mozilla,,0
IDkdttlE8,2017-01-15 18:07:34,169481,631376,1678,76522512,c,Mozilla Firefox,Desktop,0
IDJRJ2pSU,2017-01-14 14:40:27,2249132,14753,1678,96142930,a,,Tablet,0
ID83O3xcu,2017-01-11 08:13:39,9439580,234176,1678,29916445,a,Edge,Tablet,0
IDTisFGei,2017-01-20 06:14:32,837609,780312,1678,44247871,b,Firefox,Mobile,0
IDPdlwxEM,2017-01-16 15:16:10,7206429,281256,1678,93157824,a,Firefox,Mobile,0
IDsYastwb,2017-01-12 13:01:37,3138763,453242,1678,52437512,a,Mozilla Firefox,Desktop,0
IDJCWSvI6,2017-01-12 13:25:54,4012451,574827,1678,99684291,f,Firefox,Mobile,0
IDYGPd300,2017-01-16 16:47:35,1350547,726814,1678,78674864,e,Firefox,,0
IDtv8RQlx,2017-01-16 15:50:55,3717218,16805,1678,76464134,e,Firefox,Mobile,0
IDAzObHqg,2017-01-14 12:22:44,1278095,844195,1678,73017084,b,Firefox,Mobile,0
IDkKBJiTP,2017-01-14 14:35:43,8446733,825549,1678,18243870,e,Google Chrome,Mobile,0
IDmFbL345,2017-01-18 16:38:41,1316688,116255,1678,76464134,a,Edge,,0
IDfqwma7a,2017-01-14 14:08:51,3069969,884291,1678,89408393,b,Mozilla Firefox,Desktop,0
IDCK95Lk9,2017-01-19 08:13:59,6864077,829933,1678,76464134,a,Edge,Tablet,0
ID6M8iTAr,2017-01-12 15:37:21,8234059,748991,1678,72867829,f,Edge,Tablet,0
IDoKZTe4y,2017-01-13 17:12:06,2328485,631376,1678,76522512,e,Edge,Tablet,0
IDzPPEL6d,2017-01-12 09:44:56,4073238,748001,1678,61940782,a,Firefox,Mobile,0
IDf73NAfY,2017-01-15 16:38:30,97272,83322,1678,44598055,b,IE,Mobile,0
IDFko5kRX,2017-01-17 17:09:07,2602373,45113,1678,91553313,b,Chrome,Desktop,0
IDRMSZKol,2017-01-13 15:20:44,7566644,910164,1678,14334527,b,IE,Mobile,0
ID0tYFmGS,2017-01-16 16:09:07,9248934,638700,1678,76464134,a,Edge,Tablet,0
IDd9ZlW8l,2017-01-14 02:31:39,8964125,906099,1678,76464134,b,Firefox,Mobile,0
IDfljln49,2017-01-13 17:01:59,7285520,907915,1678,46683942,b,Firefox,,0
IDIrkECNl,2017-01-11 12:53:57,6588066,910164,1678,14334527,b,Firefox,Mobile,0
ID5TEuTsF,2017-01-14 06:58:59,8710845,453752,1678,93326897,a,,Desktop,0
IDeC0KsnB,2017-01-14 09:29:06,342326,112665,1678,93326897,a,Firefox,Mobile,0
IDtt9wW5q,2017-01-11 12:34:36,5577546,919808,1678,73017084,f,Edge,Tablet,0
IDplk7KMF,2017-01-19 17:20:21,2533032,765879,1678,70239921,f,Edge,Tablet,0
IDSpM2NpL,2017-01-16 11:01:48,8964125,471595,1678,76464134,b,Chrome,Desktop,0
IDyWdrnfX,2017-01-16 13:59:10,,655910,1678,37229898,c,Mozilla Firefox,Desktop,0
IDKlNUWJK,2017-01-15 13:58:36,9382364,334519,1678,76464134,a,Edge,Tablet,0
IDt6tx4qN,2017-01-14 13:09:12,2080283,375457,1678,52437512,a,Mozilla,Desktop,0
IDVshNQ2Z,2017-01-16 10:04:03,811895,290841,1678,76464134,b,InternetExplorer,Desktop,0
IDubcdDBf,2017-01-13 09:35:57,8055191,829933,1678,76464134,b,Mozilla Firefox,Desktop,0
IDxyXWgs0,2017-01-10 18:58:37,9437029,461197,1678,52437512,e,InternetExplorer,Desktop,0
IDF4M0rOd,2017-01-17 20:10:59,4963430,773662,1678,93157824,c,InternetExplorer,Desktop,1
IDKCFGK5P,2017-01-11 13:55:38,9024312,553462,1678,48626108,b,InternetExplorer,Desktop,0
IDRMBQVwg,2017-01-12 18:44:11,2775310,650586,1678,89365695,a,Edge,Tablet,0
IDt5Yrc5k,2017-01-18 07:21:36,1626496,755029,1678,46683942,f,Firefox,Mobile,0
IDPNnD3Nr,2017-01-20 06:49:06,5282490,631376,1678,76522512,f,Edge,Tablet,0
IDisJAk9A,2017-01-13 13:32:53,157629,787205,1678,49130839,b,Edge,Tablet,0
IDEaVgdhY,2017-01-11 17:38:31,1614972,933874,1678,78365183,b,Edge,Tablet,0
IDAms4mZj,2017-01-15 05:33:37,9543320,226358,1678,93157824,e,Mozilla Firefox,Desktop,0
IDnPvzLuc,2017-01-18 15:20:19,3843500,881561,1678,78406516,a,InternetExplorer,Desktop,0
ID2BzNz3x,2017-01-20 17:01:06,64084,143202,1678,91553313,f,Firefox,,0
ID4AKoHHC,2017-01-17 11:39:33,9008871,535700,1678,260443,b,Edge,,0
IDjprf3G8,2017-01-17 09:40:34,2853977,704442,1678,61940782,f,Edge,Tablet,0
IDlwWL9F4,2017-01-13 13:55:09,6599865,425907,1678,17990842,b,Firefox,Mobile,0
IDxpZAIS5,2017-01-10 06:50:15,537586,72948,1678,260443,f,Mozilla Firefox,Desktop,0
IDEDGX4wB,2017-01-10 14:37:39,4467421,809700,1678,26391770,a,Edge,Tablet,0
IDjF2m1N2,2017-01-14 13:25:48,3986321,887057,1678,94555413,f,Firefox,Mobile,0
ID5NGalEL,2017-01-18 15:14:20,2724809,28273,1678,93157824,f,Google Chrome,Mobile,0
IDBVLFdJ0,2017-01-17 14:48:15,9381781,112788,1678,89318183,b,IE,Mobile,0
IDG4ausYI,2017-01-15 12:35:34,5840621,197480,1678,1064733,e,Edge,Tablet,0
IDzkbYfXo,2017-01-14 10:31:19,6612753,681900,1678,93326897,f,IE,,0
IDVcpsrkg,2017-01-12 12:17:33,3078206,952899,1678,93157824,a,Google Chrome,Mobile,0
IDuEjoL4z,2017-01-14 14:21:26,7272105,267246,1678,43526789,c,Mozilla,Desktop,0
IDu3oRBKx,2017-01-13 13:36:02,7870248,598017,1678,91553313,b,Firefox,Mobile,0
IDi9BOV8E,2017-01-10 10:27:44,4178809,672350,1678,28300713,d,Mozilla Firefox,Desktop,0
IDAGnR8Yk,2017-01-11 18:58:56,7125515,138170,1678,91553313,a,Firefox,,0
IDzFy6lGm,2017-01-13 17:57:27,5672620,631376,1678,76522512,b,Firefox,Mobile,0
IDEDiuqzB,2017-01-11 19:39:14,4046571,990739,1678,87903766,c,Edge,Tablet,0
IDH3SEN32,2017-01-14 09:38:44,6350817,598447,1678,29916445,b,Firefox,Mobile,0
ID7U3kDLM,2017-01-16 15:50:24,6864283,638700,1678,76464134,b,IE,Mobile,0
IDt5v0uth,2017-01-20 09:24:57,9356655,631376,1678,76522512,a,Edge,Tablet,0
IDPgjmwC7,2017-01-16 14:43:43,6224079,690520,1678,6750175,a,Edge,,0
IDs5sSsA6,2017-01-17 08:06:23,5495864,638512,1678,29916445,b,Firefox,Mobile,0
IDZ6uq3fP,2017-01-16 13:59:47,764288,631376,1678,76522512,b,Mozilla,Desktop,0
IDH1rMAnh,2017-01-14 14:28:44,1155627,489224,1678,48626108,a,Firefox,,0
IDGRSMrCI,2017-01-15 13:56:43,9382364,829933,1678,76464134,a,Edge,Tablet,0
ID8i8z6C2,2017-01-11 17:04:08,1186872,939286,1678,7864011,b,Mozilla,Desktop,0
IDYAAcBRD,2017-01-13 08:10:20,1414714,116255,1678,76464134,b,Firefox,Mobile,0
IDqZvW5CZ,2017-01-18 16:48:00,2889295,631376,1678,76522512,b,Firefox,Mobile,0
IDEUThsIf,2017-01-14 14:10:20,9657203,631376,1678,76522512,a,Edge,Tablet,0
IDhEF6AFH,2017-01-18 16:48:11,6517955,631376,1678,76522512,b,Edge,Tablet,0
ID140B9hQ,2017-01-15 09:31:50,4229927,979185,1678,74868704,b,Internet Explorer,Tablet,0
IDZvGjjet,2017-01-14 07:43:19,4115793,878320,1678,29916445,b,Edge,Tablet,0
ID2I3Of1L,2017-01-11 18:54:01,7872455,846693,1678,78406516,c,,Mobile,0
IDOmBrDPX,2017-01-20 17:16:17,6514866,102157,1678,20116446,a,Firefox,Mobile,0
IDgoCnd6m,2017-01-17 02:56:20,643463,631376,1678,76522512,c,Google Chrome,Mobile,0
IDD5rAG2T,2017-01-16 06:23:48,6717641,118539,1678,87903766,f,Edge,Tablet,0
ID1bXjts7,2017-01-16 03:21:29,8964125,478636,1678,76464134,b,Firefox,Mobile,0
IDo90osWY,2017-01-17 12:56:45,4924230,66781,1678,16340250,f,Firefox,Mobile,0
IDN2uJGYb,2017-01-14 09:53:53,442517,466639,1678,82291592,b,Firefox,Mobile,0
IDm8tDqms,2017-01-11 10:19:14,2725156,116255,1678,76464134,f,Internet Explorer,Tablet,0
IDWFwsALO,2017-01-18 17:21:46,9346297,631376,1678,76522512,b,Edge,Tablet,0
IDWeSdgjk,2017-01-10 10:40:09,8324966,931845,1678,22889981,b,Edge,Tablet,0
IDMubceX4,2017-01-13 11:02:22,4998874,645056,1678,20301556,b,Firefox,Mobile,0
IDuG8oTbU,2017-01-16 10:46:36,8839624,676508,1678,76464134,a,InternetExplorer,,0
IDkAJcKFn,2017-01-17 17:30:16,2759368,490039,1678,64481853,a,Firefox,,0
IDYHN7Paq,2017-01-13 09:48:15,97482,683993,1678,83960204,a,Firefox,,0
IDAN0kJXI,2017-01-20 04:58:02,5951252,631376,1678,76522512,b,Firefox,Mobile,0
IDnlrJO2G,2017-01-14 08:37:08,9303490,593990,1678,74868704,a,InternetExplorer,Desktop,0
IDGslEtS6,2017-01-20 17:34:22,142917,995570,1678,74868704,b,Chrome,,0
IDAgJOr2Q,2017-01-18 10:25:36,3832139,631376,1678,76522512,b,Edge,Tablet,0
IDmO37XN0,2017-01-15 14:57:12,4847304,336468,1678,93157824,f,Firefox,Mobile,0
IDuZRr2AN,2017-01-14 15:50:19,,146505,1678,29916445,b,Mozilla,Desktop,0
IDoYwcZm5,2017-01-20 12:46:59,469828,598017,1678,91553313,b,Edge,Tablet,0
IDhVoxVcD,2017-01-11 19:53:53,5872883,910164,1678,14334527,f,Mozilla Firefox,Desktop,0
IDTWabRFB,2017-01-17 08:20:20,,637523,1678,93157824,e,Edge,Tablet,0
IDSQE1j3v,2017-01-16 07:39:10,5857630,116255,1678,76464134,a,Internet Explorer,Tablet,0
IDVToLlME,2017-01-12 09:22:38,2318630,94154,1678,20301556,b,Edge,Tablet,0
IDzR8d66s,2017-01-11 13:08:24,1350252,118196,1678,36110244,d,,Tablet,0
IDLOThbUx,2017-01-15 08:02:59,8174394,459777,1678,20301556,e,InternetExplorer,Desktop,0
ID3jTRIFU,2017-01-14 16:22:13,7483326,149309,1678,34444153,b,Mozilla,Desktop,0
IDgSG1gFB,2017-01-13 15:56:25,2992313,631376,1678,76522512,b,Edge,Tablet,0
IDzOEKJk9,2017-01-17 11:50:00,5092079,371158,1678,52437512,b,Firefox,Mobile,0
ID2A6lIjk,2017-01-14 14:17:10,6452791,670637,1678,43526789,b,Firefox,Mobile,0
IDXOlEZGF,2017-01-17 10:52:02,8450934,564799,1678,27723861,f,Firefox,Mobile,0
IDtHZQy0V,2017-01-16 07:31:38,8964125,906099,1678,76464134,a,Firefox,Mobile,0
ID5F9J44D,2017-01-16 12:22:57,5666411,910164,1678,14334527,b,Chrome,Desktop,0
IDhEb6qOY,2017-01-16 16:13:26,2876658,973437,1678,44147978,b,Firefox,Mobile,0
IDLwuB5oH,2017-01-13 16:02:23,8504558,355070,1678,76464134,e,InternetExplorer,Desktop,0
IDblyQ3g3,2017-01-16 06:42:06,1743374,631376,1678,76522512,f,Mozilla Firefox,Desktop,0
IDIVIGaaz,2017-01-16 12:23:48,5667359,720424,1678,93326897,b,Edge,,0
